,요일,피해운전자 성별,연령대,주간야간,가을,겨울,봄,여름,교차로 ,기타 ,단일로 ,미분류 ,주차장 ,기타,승용,승합,이륜,특수차,피해운전자 상해정도
1084,0,1.0,60,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1085,0,1.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1086,0,0.0,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,경상
1087,1,0.0,70,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1088,0,0.0,30,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1089,0,0.0,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1090,0,0.0,30,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,중상
1091,0,1.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,중상
1092,0,1.0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,경상
1093,0,1.0,60,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1094,0,0.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1095,1,1.0,40,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1096,1,0.0,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,경상
1097,0,1.0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,경상
1098,0,1.0,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1099,1,0.0,50,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1100,0,0.0,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,경상
1101,0,0.0,50,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,부상신고
1102,1,0.0,60,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1103,0,0.0,40,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,상해없음
1104,0,0.0,70,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,중상
1105,0,1.0,70,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,중상
1106,0,1.0,60,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,중상
1107,0,1.0,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,중상
1108,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,경상
1109,0,0.0,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1110,0,0.0,70,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,중상
1111,1,1.0,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,경상
1112,0,0.0,60,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,부상신고
1113,1,0.0,50,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,부상신고
1114,0,0.0,40,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1115,1,0.0,20,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,중상
1116,0,1.0,20,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,중상
1117,0,0.0,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,중상
1118,0,1.0,70,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,중상
1119,1,1.0,60,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1120,1,0.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1121,0,0.0,40,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1122,0,1.0,50,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,중상
1123,1,0.0,50,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1124,0,0.0,40,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1125,1,1.0,50,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,중상
1126,1,1.0,30,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1127,1,1.0,30,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1128,0,0.0,40,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1129,1,0.0,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1130,0,0.0,70,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1131,0,0.0,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,경상
1132,0,1.0,30,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1133,0,1.0,60,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1134,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1135,0,1.0,50,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1136,1,1.0,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1137,0,1.0,20,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,부상신고
1138,0,0.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,경상
1139,0,1.0,60,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1140,0,1.0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,중상
1141,0,0.0,70,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,사망
1142,0,1.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1143,1,1.0,60,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1144,0,1.0,10,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,경상
1145,1,1.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,경상
1146,0,0.0,50,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1147,1,0.0,30,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,중상
1148,0,0.0,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,사망
1149,1,1.0,40,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,부상신고
1150,0,0.0,40,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1151,0,1.0,60,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1152,0,0.0,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1153,1,0.0,40,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,경상
1154,0,0.0,20,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,경상
1155,0,1.0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,경상
1156,0,0.0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,중상
1157,0,1.0,50,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,중상
1158,0,0.0,60,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1159,0,1.0,70,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1160,0,0.0,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1161,0,0.0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,경상
1162,1,0.0,50,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,중상
1163,0,0.0,50,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,경상
1164,0,0.0,30,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,중상
1165,0,0.0,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1166,0,1.0,40,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,중상
1167,1,1.0,40,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1168,0,1.0,60,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,중상
1169,0,1.0,50,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1170,0,1.0,40,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,중상
1171,1,0.0,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1172,0,1.0,70,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,경상
1173,0,1.0,20,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,경상
1174,0,0.0,60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,중상
1175,1,0.0,40,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1176,0,1.0,10,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,경상
1177,0,0.0,40,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,중상
1178,1,0.0,40,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1179,0,1.0,20,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,중상
1180,0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,중상
1181,0,0.0,40,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1182,0,0.0,50,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1183,0,1.0,20,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,경상
1184,0,1.0,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1185,0,1.0,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,중상
1186,0,1.0,40,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1187,1,1.0,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,경상
1188,0,0.0,50,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1189,0,1.0,70,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,사망
1190,1,0.0,70,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,중상
1191,1,1.0,40,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1192,1,1.0,70,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,사망
1193,0,1.0,40,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,중상
1194,0,0.0,50,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1195,1,0.0,50,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1196,1,0.0,50,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1197,1,1.0,50,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,사망
1198,0,0.0,50,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,경상
1199,1,1.0,20,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1200,0,1.0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,중상
1201,1,0.0,50,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,사망
1202,0,0.0,70,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,중상
1203,0,0.0,50,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,중상
1204,1,1.0,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,경상
1205,0,1.0,80,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,사망
1206,0,1.0,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,경상
1207,0,1.0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,중상
1208,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1209,0,0.0,30,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1210,1,1.0,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1211,0,0.0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,부상신고
1212,0,0.0,20,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,중상
1213,1,1.0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,경상
1214,0,1.0,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1215,0,0.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,부상신고
1216,0,1.0,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1217,0,1.0,40,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1218,0,0.0,10,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,경상
1219,0,0.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1220,0,1.0,70,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,중상
1221,0,1.0,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,경상
1222,0,1.0,50,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,중상
1223,0,0.0,40,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1224,0,1.0,60,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,중상
1225,1,0.0,60,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,중상
1226,0,0.0,10,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1227,0,1.0,10,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,중상
1228,0,1.0,50,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,중상
1229,0,0.0,70,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,중상
1230,0,1.0,60,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,중상
1231,0,0.0,20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,경상
1232,0,1.0,40,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1233,0,0.0,10,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,중상
1234,0,1.0,70,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1235,0,1.0,60,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,중상
1236,0,0.0,50,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1237,0,1.0,30,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1238,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,중상
1239,1,0.0,20,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1240,1,0.0,10,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1241,1,0.0,60,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1242,0,0.0,30,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1243,1,0.0,30,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,중상
1244,1,0.0,40,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,중상
1245,1,1.0,30,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1246,1,0.0,40,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,중상
1247,0,1.0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,경상
1248,0,1.0,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1249,0,1.0,60,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1250,1,0.0,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,중상
1251,0,0.0,30,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1252,1,1.0,80,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,중상
1253,1,0.0,50,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1254,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1255,1,1.0,40,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,부상신고
1256,0,1.0,60,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1257,1,1.0,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,사망
1258,0,0.0,40,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1259,0,0.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1260,0,0.0,40,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,경상
1261,0,1.0,70,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,사망
1262,0,0.0,50,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1263,0,0.0,20,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1264,0,0.0,30,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,경상
1265,0,1.0,60,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,사망
1266,0,0.0,20,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1267,1,0.0,50,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,경상
1268,0,0.0,20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1269,0,1.0,50,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,중상
1270,0,1.0,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1271,1,0.0,60,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,중상
1272,0,0.0,60,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,사망
1273,1,0.0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,상해없음
1274,1,1.0,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,중상
1275,0,0.0,40,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,중상
1276,1,1.0,70,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1277,0,0.0,20,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,중상
1278,0,0.0,40,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,중상
1279,1,1.0,40,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1280,0,1.0,60,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1281,0,0.0,50,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,중상
1282,0,0.0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,중상
1283,0,1.0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,중상
1284,1,1.0,70,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,사망
1285,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,중상
1286,0,0.0,20,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1287,0,0.0,30,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1288,0,0.0,60,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,중상
1289,1,0.0,20,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,경상
1290,1,0.0,20,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,중상
1291,0,1.0,50,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,중상
1292,0,1.0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,중상
1293,0,1.0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1294,0,0.0,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1295,1,0.0,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,경상
1296,1,0.0,30,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1297,0,1.0,80,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1298,0,0.0,40,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1299,1,1.0,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1300,0,1.0,70,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,사망
1301,1,1.0,20,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,부상신고
1302,0,0.0,50,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1303,0,0.0,60,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1304,1,0.0,20,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1305,1,0.0,50,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1306,1,0.0,40,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1307,0,0.0,30,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1308,1,0.0,60,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,중상
1309,0,0.0,50,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,부상신고
1310,0,0.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1311,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,중상
1312,1,0.0,50,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1313,0,0.0,40,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1314,0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,중상
1315,0,1.0,30,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1316,1,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,경상
1317,0,1.0,10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,부상신고
1318,0,0.0,80,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,중상
1319,0,0.0,30,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1320,1,1.0,30,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,중상
1321,0,0.0,30,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1322,1,0.0,30,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1323,0,1.0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,경상
1324,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1325,0,1.0,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,중상
1326,1,1.0,60,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1327,0,0.0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,경상
1328,0,0.0,20,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1329,1,0.0,20,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1330,0,0.0,20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,사망
1331,0,0.0,30,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1332,0,0.0,60,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,중상
1333,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1334,0,0.0,40,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1335,1,0.0,50,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,경상
1336,0,0.0,50,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,경상
1337,0,1.0,30,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,경상
1338,1,0.0,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1339,0,0.0,50,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1340,0,1.0,20,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,경상
1341,0,0.0,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1342,0,0.0,30,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1343,0,1.0,50,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1344,0,1.0,70,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1345,0,0.0,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1346,0,0.0,60,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,중상
1347,0,1.0,70,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,경상
1348,1,0.0,30,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1349,0,0.0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,중상
1350,0,1.0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,경상
1351,0,1.0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,중상
1352,0,0.0,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,경상
1353,0,0.0,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,부상신고
1354,0,1.0,20,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1355,0,1.0,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1356,0,0.0,10,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,경상
1357,0,1.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1358,0,1.0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1359,0,0.0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,중상
1360,0,0.0,50,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1361,0,0.0,30,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,경상
1362,1,1.0,10,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1363,0,1.0,20,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,중상
1364,0,1.0,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,중상
1365,1,0.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1366,0,0.0,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,경상
1367,0,0.0,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1368,0,0.0,20,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1369,0,0.0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,중상
1370,0,0.0,50,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1371,1,0.0,50,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1372,0,0.0,20,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,중상
1373,0,1.0,50,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,중상
1374,0,1.0,70,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,사망
1375,1,0.0,60,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,중상
1376,0,1.0,50,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,중상
1377,1,1.0,50,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,중상
1378,0,0.0,50,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,중상
1379,0,0.0,40,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,경상
1380,0,0.0,50,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1381,0,0.0,30,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
1382,1,1.0,10,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,부상신고
1383,0,0.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,부상신고
1384,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,부상신고
1385,1,1.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1386,0,0.0,20,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,경상
1387,0,0.0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1388,1,1.0,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,중상
1389,0,1.0,60,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,경상
1390,0,1.0,20,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,중상
1391,0,1.0,60,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,중상
1392,0,1.0,20,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,경상
1393,0,1.0,60,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,사망
1394,0,0.0,30,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,경상
1395,1,1.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,중상
1396,0,0.0,40,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,중상
1397,1,1.0,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,중상
1398,0,1.0,20,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,중상
